Job Title,Company Name,Location,Publishing Date,Job Type,Skills,Job Requirements
PHP Backend Developer,Restart Technology -,"Heliopolis, Cairo, Egypt ",Posted 2 months ago,Full Time,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Laravel · Git · REST · Backend · REST APIs · PHP laravel,"You write clean, structured, and well-documented code.Experience with HTML, Bootstrap, JavaScript, JQuery, and AJAX is a MUST.Ability to use Docker.2+ years of industry experience in backend developmentProfound PHP knowledge, SOLID design principlesExperience with different databases/storage backends (MySQL, NoSQL)Experience with cloud services providers (like AWS or digitalocean Cloud Platform), container technologies (Docker, Kubernetes).Familiarity with code versioning tools. ( GitHub, Gitlab).Have solid skills in object-oriented programming.Good knowledge of writing queries with good performance.Experience in common third-party APIs (Google, Facebook, etc.)Experience using Agile (Scrum) Process and Agile tools.Expertise in PHP tools and libraries such as Composer and PHPUnit.Skilled in designing and optimizing database queries.Strong background in NginX, apache, ubuntu servers.Bonus pointsAlready worked on eCommerce applicationsExperience with other languages (e.g.python).Experience in Dev-Ops is a plus(Jenkins).Experience in vue.js."
,,,,,,
BI Team Lead,Excel Systems   -,"6th of October, Giza, Egypt ",Posted 2 months ago,Full Time,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Communication skills · Computer Science · Engineering · Information Technology (IT) · Programming · Python · Software · Software Development,"Bachelors in Software Engineering or Computer Science.5+ Years of experience in a related fieldMS SQL Server is a MUSTExperience with Power BI is a MUSTExperience with BI tools like: Tableau desktop, Tableau online/server, SQL (querying and optimization) and python data libraries.Possess general programming skills & SDLC.Data warehouse basic knowledgeExcellent experience working SQL knowledge and experience working with relational databases, start schema, as well as working familiarity with a variety of databasesBasic Knowledge in ETL tools and processesAPI hands-on experience to get requirements from android app and website analytical tools.Excellent verbal and written communication skills."
,,,,,,
Odoo Developer,Spectrum For Information System -,"Katameya, Cairo, Egypt ",Posted 2 months ago,Full TimePart Time,Full TimePart TimeExperienced · 1 - 3 Yrs of Exp · IT/Software Development · Python · CSS · Computer Science · Communication skills · Odoo,"1-3 years of experience in Odoo is a MUST.Commitment and responsible qualities are highly required. Business background is plusVery Good English (written & spoken).Very Good verbal and written communication skills, including the ability to effectively communicate with internal and external clients.Fast learning.Ability to work independently and to carry out assignments to completion within parameters of instructions given prescribed routines, and standard accepted practices.Good problem solvingPython, PostgreSQLHTML, CSS, JSMales ONLY"
,,,,,,
Senior Business Analyst -Remote,United Tires -,"Chicago, United States ",Posted 2 months ago,Full TimeWork From Home,Full TimeWork From HomeExperienced · 5 - 20 Yrs of Exp · Business Development · IT/Software Development · Analyst/Research · Business Analyst · Analyst · Database SQL Server · Python · Data Science · Finance · SQL,"Understanding of accounting / finance or an equivalent accounting degreePython, MySQL (or equivalent databases), PowerBi (or equivalent system), APIsBasic server administrationExcellent written, verbal, and presentation skills with the ability to communicate at all levels both internally and externally.Strong analytical skills and ability to synthesize quantitative and qualitative information concisely into strategic recommendationsQualifications / ExperienceBachelor's Degree in Business, Marketing, Management, Computer Science or related field experience3+ years experience working as a business analyst.Tech savvy. Knowing when to deploy scaled data mining vs manual input.English CV is a requirement"
,,,,,,
Senior React Native Developer (Remote),skora tech -,"Cairo, Egypt ",Posted 2 months ago,Full TimeWork From Home,Full TimeWork From HomeExperienced · 2 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Computer Science · MySQL · Software Development · Software Engineering · Docker · Java · AWS,"Desired Skills & ExperienceMinimum RequirementsBSc Computer Science Graduate, senior level react.js developer. Must be energetic with a desire and passion to learn and work independently or in a team setting to revolutionize the football industry.Technical Competency Areas:JavaScript Frameworks such as React/React NativeCSSHTMLFast APIReact. JsReduxPlus: AI & data-driven technical know-how with python, data science, machine learning, deep learning, datasets and data visualization etc."
,,,,,,
Tech Lead Full Stack Software Engineer,Ctopya -,"Cairo, Egypt ",Posted 2 months ago,Full Time,Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · IT · fullstack · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Software · Java,"Professional experience with expert-level knowledge of two or more languages (Java, PHP, Python) for 5 years+.Lead software development teams using Agile approaches such as TDD, continuous integration, pairing, and infrastructure automation.Experience with Jenkins and CI/CD PipelinesSkillfully write high-quality, well-tested code and you are comfortable with Object-Oriented programming.Knowledge of cloud technology such as Docker or Kubernetes.Knowledge of Design Pattern and Specially Adapter Pattern and Strategy Pattern"
,,,,,,
Senior Software Developer,Smartera 3S  -,"Alexandria, Egypt ",Posted 2 months ago,Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Java · Agile · Computer Science · Computer Engineering · Scala · Ionic · iOS,"
Solid Computer Engineering concepts, OOP, Software architecture, Algorithms, Data Structure, Problem solving techniques and creative mindset.
Excellent communication presentation skills.
Work discipline and accountability.
Ability to face challenges and fast/self learning

Strong knowledge and proven experience in:

Practice Agile and Scrum methodology
Web Client/Server side frameworks
Concurrency, parallel processing and distributed architecture
Storm, Spark Streaming or Actor Model
Service Oriented Architecture or Micro-Service Architecture
Code review and version control
practice production delivery for a business ues-cases and systems
Preferred technical Stack (Java, Scala, Python, AngularJS, Vue JS, RoR, SOA, Web service Rest/WSDL, Linux, Docker, Hadoop, Spark, impala, Google MAPS, Android, IOS, Ionic)
"
,,,,,,
Sr.DevOps Engineer,Ctopya -,"Cairo, Egypt ",Posted 2 months ago,Full Time,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · DevOps · Information Technology (IT) · Software Development · AWS · Ci/CD · SDLC · Software,"Understands the Software Development Life Cycle (SDLC).Has a solid grasp of different automation testing tools for developing continuous integration and continuous delivery (CI/CD) pipelines.Can successfully manage the entire DevOps team.Proficient experience with CI/CD tools. : Creating and maintaining Pipelines with automated testing and pushingProficient knowledge of version control and git tools.Proficient Experience with bash scripting/troubleshooting.Proficient Knowledge of 3+ programming languages (PHP, Java and Python).Proficiency in cloud computing services (AWS, Azure and Similar).Expert-level Infrastructure Management skills and Virtualization. (Hypervisors ...etc.)Proficiency in automation tools.Experienced in Jenkins and Kubernetes"
,,,,,,
DevOps & Cloud Engineer,RDI -,"Giza, Giza, Egypt ",Posted 2 months ago,Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · AWS · Cloud · DevOps · Ruby · Bash · Perl · Python,"B.Sc of Computer Engineering, Computer Science or equivalent1-3 years of experienceGood scripting skills – Bash, Perl, Ruby and PythonStrong Linux backgroundUnderstanding of Load balancers and Web Servers (Apache, Tomcat, Nginx)Experience in dealing with cloud platforms like AWS and GCPPractical experience with container technologies like Docker, Kubernetes, etc.Knowledge with cloud-native and microservice architectures and an understanding of design principles for scalability, performance, and reliabilityAble to resolve known issues by run-booksMotivated to continuously gain knowledge and experience with different tools"
,,,,,,
Odoo Developer,aliaict -,"Nasr City, Cairo, Egypt ",Posted 1 month ago,Full Time,Full TimeExperienced · 2 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · CSS · Agile · Information Technology (IT) · HTML · Software Development · Odoo,"Bachelor's degree or equivalent experience in Computer Science or related field Development experience with programming languages SQL database or relational database skills Minimum of 3 year of experience in Odoo development, Excellent knowledge of web development languages (HTML, CSS, JavaScript, JQuery). Knowledge of Python development frameworks & Linux systemKnowledge of front-end development languages is a great plus, Software development life cycle in an Agile environment.Preferred to have development tasks in systems developed in Python other than Odoo Qualifications"
,,,,,,
Software Quality Engineer,ZINAD IT -,"6th of October, Giza, Egypt ",Posted 3 days ago,Full Time,Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software · Git · Software Engineering · Programming · JavaScript · Linux · Software Development · Software Testing,"Technical Skills: Fluent in one programming language: java, python, javascript, etc. ISTQB is a must Experience in automation using selenium or katalon is a must. A second programming language is a plus Knowledge of software testing frameworks: jasmine, TestNg, etc Knowledge of SDLC and CI: Jenkins, Travis, etc Knowledge of version control: Git, Github, Bitbucket, etc Knowledge of infrastructure: Linux, docker, cloud, etc3 "
